"n","member_id","member_name","current_DOIs","current_DOIs_abstracts","current_journal_articles","current_journal_articles_abstracts"
"11882","5326","Finnish Society of Forest Science","263","0.171102657914162","263","0.171102657914162"
"11883","17230","Universitas Wahid Hasyim Semerang","169","0.71005916595459","159","0.754716992378235"
"11884","18722","Redakcia Zhurnala Svetotekhnika LLC","49","1","49","1"
"11885","18841","CEIT S.A.","44","1","44","1"
"11886","18868","Siberian Research","14","1","14","1"
"11887","18910","Labour Law Association","11","0","11","0"
"11888","18983","Journal Of Medical And Surgical Intensive Care Medicine","41","0","38","0"
"11889","19002","The Korea Association For Industrial Security","0","0",NA,NA
"11890","19013","HOMEROS","18","0","18","0"
"11891","8692","Alpha Chi National Honor Society","40","0","36","0"
"11892","16452","Buketov Karaganda State University","369","0","342","0"
"11893","17931","MWV Medizinisch Wissenschaftliche Verlagsgesellschaft mbH and Co. KG","648","0",NA,NA
"11894","18405","Nextjournal","2","1","2","1"
"11895","18432","STMIK Amik Riau","38","0.921052634716034","35","1"
"11896","4205","The Robotics Society of Japan","361","0","361","0"
"11897","8452","Luchevaya Diagnostika","130","0.330769240856171","114","0.377192974090576"
"11898","15929","Universitas 17 Agustus 1945 Surabaya","453","0.907284796237946","417","0.985611498355865"
"11899","18249","Kyiv National Economic University named after Vadym Hetman","29","0","26","0"
"11900","18972","STIKOM INTERSTUDi","27","0.888888895511627","24","1"
"11901","16587","Universidade Catolica de Brasilia","340","0.941176474094391","328","0.97560977935791"
"11902","17550","Urals State Agrarian University","203","0.0935960561037064","189","0.100529097020626"
"11903","18475","National University Pedro Henriquez Urena","0","0",NA,NA
"11904","18572","National Academy of the National Guard of Ukraine","59","0","59","0"
"11905","18600","Universidad Tecnologica de Panama","119","1","119","1"
"11906","18857","Universidad Tecnologica Nacional","48","1","48","1"
"11907","18908","LPPM IKIP Mataram","226","0.889380514621735","222","0.905405402183533"
"11908","18976","Universitas Teknokrat Indonesia","116","0.887931048870087","103","1"
"11909","19028","Fundamental Journal of Mathematics and Applications","39","0","39","0"
"11910","19030","Review of International Geographical Education Online","32","0","32","0"
"11911","19031","Toprak Bilimi ve Bitki Besleme Dergisi","10","0","10","0"
"11912","19032","Bingol Universitesi Iktisadi ve Idari Bilimler Fakultesi Dergisi","10","0","10","0"
"11913","19046","Dinbilimleri Akademik Arastirma Dergisi","17","0","17","0"
"11914","19047","Marife Dini Arastirmalar Dergisi","59","0","59","0"
"11915","19048","Ataturk Universitesi Kazim Karabekir Egitim Fakultesi Dergisi","4","0","4","0"
"11916","19049","Isletme Ekonomi ve Yonetim Arastirmalari Dergisi","11","0","11","0"
"11917","19050","Toplum ve Sosyal Hizmet","55","0","55","0"
"11918","19051","Ataturk Arastirma Merkezi Dergisi","8","0","8","0"
"11919","3173","The Korean Society of Pediatric Gastroenterology, Hepatology and Nutrition (KAMJE)","147","0","147","0"
"11920","5427","American College of Gastroenterology","11832","0","11832","0"
"11921","7500","Estudos Geologicos","37","0","36","0"
"11922","235","American Society for Microbiology","17912","0.868970513343811","17802","0.874339938163757"
"11923","2482","The Korean Academy of Prosthodontics (KAMJE)","307","0","307","0"
"11924","4059","Korean Society of Plastic and Reconstructive Surgeons","319","0","319","0"
"11925","7076","Hipatia Press","619","0.463651061058044","618","0.464401304721832"
"11926","7318","Prompt Scientific Publishing","118","0",NA,NA
"11927","7476","IUPUI University Library","666","0.70570570230484","666","0.70570570230484"
"11928","7656","Informatics Publishing Limited","1149","0.342036545276642","928","0.423491388559341"
"11929","7755","EconoQuantum","43","0.209302321076393","36","0.25"
"11930","8003","NPS MedicineWise","217","0","217","0"
"11931","8050","AFRICAN SUN MeDIA","640","0","415","0"
"11932","10144","Universidad EIA","160","0.962499976158142","159","0.968553483486176"
"11933","11611","College of Veterinary Medicine","102","0","98","0"
"11934","11620","International Center for Intelligent Research","35","0","24","0"
"11935","11671","Honvedorvos","12","0","12","0"
"11936","12270","Psychosozial Verlag","2607","0.0203298814594746","136","0.330882340669632"
"11937","13917","Villanova University","0","0",NA,NA
"11938","15964","Kharkiv National Automobile and Highway University","347","0","326","0"
"11939","16352","FSBSI RRIFSC","118","0","114","0"
"11940","16840","University of Social Sciences and Humanities","78","0.910256385803223","71","1"
"11941","16987","Vervuert Verlag oHG","2841","0",NA,NA
"11942","17006","Fakultas Hukum Universitas Samudra","138","0.920289874076843","127","1"
"11943","17116","Yuriy Fedkovych Chernivtsi National University","441","0.430839002132416","417","0.455635488033295"
"11944","17160","National Society of Ecological Engineering and Environment Protection","57","0.824561417102814","54","0.870370388031006"
"11945","17256","Iain Batusangkar","249","0.377510040998459","225","0.41777777671814"
"11946","17703","Universitas Muhammadiyah Jember","552","0","394","0"
"11947","17729","Ataturk Universitesi Guzel Sanatlar Enstitusu Dergisi","60","0","60","0"
"11948","17750","Replika","58","0","58","0"
"11949","18282","Croatian Cartographic Society","10","1","10","1"
"11950","18478","University for Business and Technology","796","0.052763819694519","42","1"
"11951","18573","Ocimum Scientific Publishers Pty Ltd","133","0","111","0"
"11952","18642","Aboutscience Srl","105","0.961904764175415","103","0.980582535266876"
"11953","18672","Indonesia Defense University","156","0.948717951774597","148","1"
"11954","18700","The Renaissance Group","15","1","15","1"
"11955","18718","Central Bank of Nigeria","15","0.933333337306976","14","1"
"11956","18901","LLC Publishing House In Jure","371","0.805929899215698","350","0.854285717010498"
"11957","18909","Kyrgyz State University. I. Arabaev","75","0","72","0"
"11958","18982","50Sea","25","0.800000011920929","20","1"
"11959","19069","International Journal of Disabilities Sports and Health Sciences","14","0","14","0"
"11960","19070","Ergonomi","27","0","27","0"
"11961","19074","International Journal of Precision Agricultural Aviation","9","0","9","0"
"11962","19078","C-International Archive","0","0",NA,NA
"11963","19083","Scienceweb Publishing","54","0","54","0"
"11964","19085","Josip Juraj Strossmayer University of Osijek, Faculty of Food Technology Osijek","0","0",NA,NA
"11965","19089","BluePen Journals Publishing House","0","0",NA,NA
"11966","19092","Ukrainian Scientific Community","41","1","41","1"
"11967","19094","Paubrasilia","13","0.615384638309479","10","0.800000011920929"
"11968","19095","Chungbuk National University National Technology Management Research Institute","18","0","18","0"
"11969","19096","Postgraduate of Universitas Bengkulu","13","0.15384615957737","13","0.15384615957737"
"11970","19097","Korean Law and Society Association - KLSA","11","0","11","0"
"11971","19099","Research, Society and Development","809","0.998763918876648","809","0.998763918876648"
"11972","19111","International Journal of Health Services Research and Policy","0","0",NA,NA
"11973","19112","Ukrainian Scientific Pharmacopoeial Center for Quality of Medicines","0","0",NA,NA
"11974","19113","Indonesian Business and  Economics Research Network","16","0.875","14","1"
"11975","19115","BEU Ilahiyat Fakultesi Dergisi","8","0","8","0"
"11976","19116","Uluslararasi Yonetim Bilisim Sistemleri ve Bilgisayar Bilimleri Dergisi","4","0","4","0"
"11977","19118","SURYA","161","0.962732911109924","156","0.993589758872986"
"11978","19119","Uluslararasi Iliskiler Dergisi","117","0","117","0"
"11979","19120","Entrepreneurship and  Social Responsibility Research Network","0","0",NA,NA
"11980","19121","Postgraduate Institute for Public Health Worker under Health Ministry of Khabarovsk Krai","37","0","35","0"
"11981","19122","Tekirdag Ziraat Fakultesi Dergisi","42","0","42","0"
"11982","19123","Academy of the FPS of Russia","0","0",NA,NA
"11983","19185","Fakultas Pertanian Universitas Sultan Ageng Tirtayasa","14","0","11","0"
"11984","6007","Macroworld Egitim Hiz. Med. San. Tic. Ltd.","15","0","4","0"
"11985","19103","MAGNANIMITAS","10","0.800000011920929","8","1"
"11986","7474","Association for Promotion and Development of Maritime Industries","51","0.921568632125854","47","1"
"11987","7241","NII KPSSZ","214","0.443925231695175","201","0.472636818885803"
"11988","10697","York University Libraries","411","0.0997566878795624","176","0.232954546809196"
"11989","16166","Institute of Biology of Komi Scientific Centre of the Ural Branch of the Russian Academy of Sciences","113","0.920354008674622","104","1"
"11990","17936","Red de Investigadores Educativos Chihuahua AC","47","0.936170220375061","44","1"
"11991","8251","Universidade do Sul de Santa Catarina - UNISUL","950","0.892631590366364","930","0.911827981472015"
"11992","8587","Institute of Research Advances","500","0.991999983787537","496","1"
"11993","10608","Fundacao Municipal de Educacao e Cultura de Santa Fe do Sul","117","0.948717951774597","115","0.965217411518097"
"11994","16194","INION RAS","473","0","390","0"
"11995","17667","Medecine et Hygiene","0","0",NA,NA
"11996","19135","Marshall University School of Medicine","122","0","114","0"
"11997","10520","American Research Foundation LLC","334","0",NA,NA
"11998","19235","Cell Physiol Biochem Press GmbH and Co KG","183","0","176","0"
"11999","9293","University of Groningen Press","231","0.774891793727875","229","0.781659364700317"
"12000","10325","Korean Society for Industrial and Organizational Psychology","141","0.510638296604156","130","0.553846180438995"
"12001","7425","BM-Publisher American Journal of BioMedicine","92","0","91","0"
"12002","11572","UGM Press","414","0.685990333557129","308","0.922077894210815"
"12003","5407","Croatian Association of Civil Engineers","194","0.0515463910996914","192","0.0520833320915699"
"12004","9662","Society of Wood Science and Technology","123","0","89","0"
"12005","10490","Institute of Marine Engineering, Science and Technology (IMarEST)","143","0.965034961700439",NA,NA
"12006","3964","Centre for Evaluation in Education and Science (CEON/CEES)","8167","0.00673441914841533","8156","0.00674350187182426"
"12007","16423","Rocky Mountain Association of Geologists","43","0.744186043739319","32","1"
"12008","18753","DIGSUM","9","0.888888895511627","8","1"
"12009","18980","Institut Agama Islam Tribakti Kediri","142","0.809859156608582","126","0.91269838809967"
"12010","19295","STTNAS is Sekolah Tinggi Teknologi Nasional","68","0.926470577716827","63","1"
"12011","19358","Lege Artis Medicinae","45","0","45","0"
"12012","6277","University of Bohol","45","0","38","0"
"12013","16515","Population Council","285","0",NA,NA
"12014","3677","AMPCo","1320","0","1252","0"
"12015","9947","Sociedad Espanola de Hidrologia Medica","201","0","201","0"
"12016","11439","TEST-ZL Publishing","341","0.463343113660812","336","0.470238089561462"
"12017","18077","Consorci del Museu de Ciencies Naturals de Barcelona","163","0.22699385881424","155","0.238709673285484"
"12018","19238","Institut za jezik","9","0","8","0"
"12019","19397","Scientific Center for Biomedical Technologies of the Federal Medical-Biological Agency","17","1","17","1"
"12020","18493","Opast Group LLC","1591","0.855436861515045","1361","1"
"12021","19236","Edicoes Esgotadas Publisher","0","0",NA,NA
"12022","11335","Associacao Brasileira de Estudos de Defesa - ABED","72","0.930555582046509","67","1"
"12023","11435","Noctua- Arqueologia e Patrimonio","29","0","28","0"
"12024","13765","New York University","54","0",NA,NA
"12025","17994","Paco Editorial","10","0",NA,NA
"12026","18784","AMG Transcend Association","150","0.906666696071625","136","1"
"12027","10401","Universidade do Contestado - UnC","264","0.85606062412262","244","0.926229536533356"
"12028","17126","CVR College of Engineering","43","0","41","0"
"12029","19027","STATUT","27","0","26","0"
"12030","19163","Belitung Nursing Journal","220","0.959090888500214","211","1"
"12031","2673","European Mathematical Society Publishing House","2054","0","1987","0"
"12032","9238","CRI Electronics","465","0.748387098312378","455","0.764835178852081"
"12033","16000","Universitas Bina Sarana Informatika","479","0.546972870826721","446","0.587443947792053"
"12034","16807","Stroymaterialy","449","0","414","0"
"12035","17551","University of Texas at Arlington Libraries","94","0","85","0"
"12036","3158","Indian Academy of Neurosciences","0","0",NA,NA
"12037","10410","University of Economics Ho Chi Minh City","44","0","42","0"
"12038","16847","ASEAN Heart Journal","8","0","4","0"
"12039","19105","Institut Pemerintahan Dalam Negeri","120","0.875","109","0.963302731513977"
"12040","19258","Asociatia Cercul de Stiinte Chirurgicale","50","1","50","1"
"12041","19304","Chirurgie-Servis z.s.","16","0.875","14","1"
"12042","8763","RAD Association","192","0","81","0"
"12043","14868","Universidad Ricardo Palma","839","0.93802148103714","793","0.992433786392212"
